,ECG,time
0,489.0,0.0
1,505.0,0.0
2,522.0,0.0
3,544.0,0.015598773956298828
4,568.0,0.015598773956298828
5,589.0,0.015598773956298828
6,607.0,0.02815103530883789
7,619.0,0.02815103530883789
8,625.0,0.02815103530883789
9,625.0,0.02815103530883789
10,618.0,0.02815103530883789
11,608.0,0.02815103530883789
12,596.0,0.02815103530883789
13,585.0,0.02815103530883789
14,577.0,0.02815103530883789
15,574.0,0.02815103530883789
16,576.0,0.02815103530883789
17,583.0,0.02815103530883789
18,596.0,0.02815103530883789
19,613.0,0.02815103530883789
20,628.0,0.02815103530883789
21,642.0,0.02815103530883789
22,651.0,0.02815103530883789
23,654.0,0.02815103530883789
24,651.0,0.02815103530883789
25,643.0,0.031156301498413086
26,630.0,0.031156301498413086
27,616.0,0.031156301498413086
28,603.0,0.031156301498413086
29,591.0,0.031156301498413086
30,583.0,0.031156301498413086
31,581.0,0.031156301498413086
32,585.0,0.031156301498413086
33,644.0,0.031156301498413086
34,631.0,0.0343623161315918
35,582.0,0.03747844696044922
36,634.0,0.03747844696044922
37,642.0,0.03747844696044922
38,582.0,0.03747844696044922
39,615.0,0.03747844696044922
40,648.0,0.03747844696044922
41,589.0,0.03747844696044922
42,597.0,0.03747844696044922
43,649.0,0.03747844696044922
44,600.0,0.046002864837646484
45,585.0,0.046002864837646484
46,644.0,0.05350780487060547
47,612.0,0.05350780487060547
48,577.0,0.05350780487060547
49,636.0,0.06913948059082031
50,624.0,0.06913948059082031
51,572.0,0.06913948059082031
52,621.0,0.08476448059082031
53,631.0,0.08476448059082031
54,569.0,0.08476448059082031
55,602.0,0.10038948059082031
56,636.0,0.10038948059082031
57,577.0,0.10038948059082031
58,586.0,0.11604642868041992
59,637.0,0.11604642868041992
60,586.0,0.11604642868041992
61,571.0,0.13165855407714844
62,632.0,0.13165855407714844
63,600.0,0.13165855407714844
64,561.0,0.13316774368286133
65,621.0,0.13316774368286133
66,609.0,0.13316774368286133
67,556.0,0.14880013465881348
68,604.0,0.14880013465881348
69,617.0,0.14880013465881348
70,559.0,0.16443347930908203
71,588.0,0.16443347930908203
72,621.0,0.16443347930908203
73,561.0,0.18009090423583984
74,569.0,0.18009090423583984
75,620.0,0.18009090423583984
76,572.0,0.1956934928894043
77,557.0,0.1956934928894043
78,618.0,0.1956934928894043
79,586.0,0.21130108833312988
80,547.0,0.21130108833312988
81,606.0,0.21130108833312988
82,596.0,0.22692489624023438
83,543.0,0.23193025588989258
84,589.0,0.23193025588989258
85,598.0,0.2429354190826416
86,533.0,0.2429354190826416
87,562.0,0.2429354190826416
88,600.0,0.25856757164001465
89,544.0,0.25856757164001465
90,552.0,0.25856757164001465
91,605.0,0.2742125988006592
92,558.0,0.2742125988006592
93,542.0,0.2742125988006592
94,601.0,0.28981733322143555
95,569.0,0.28981733322143555
96,534.0,0.28981733322143555
97,592.0,0.30544257164001465
98,582.0,0.30544257164001465
99,529.0,0.30544257164001465
100,577.0,0.32106852531433105
101,595.0,0.32106852531433105
102,556.0,0.332075834274292
103,619.0,0.3370935916900635
104,691.0,0.3370935916900635
105,651.0,0.3370935916900635
106,589.0,0.3527519702911377
107,548.0,0.3527519702911377
108,450.0,0.3527519702911377
109,381.0,0.36837077140808105
110,414.0,0.36837077140808105
111,390.0,0.36837077140808105
112,376.0,0.38399577140808105
113,472.0,0.38399577140808105
114,497.0,0.38399577140808105
115,470.0,0.39962053298950195
116,534.0,0.39962053298950195
117,561.0,0.39962053298950195
118,509.0,0.41524600982666016
119,544.0,0.41524600982666016
120,585.0,0.41524600982666016
121,526.0,0.4323761463165283
122,536.0,0.4323761463165283
123,589.0,0.4323761463165283
124,543.0,0.4468972682952881
125,524.0,0.4468972682952881
126,588.0,0.4468972682952881
127,555.0,0.4625873565673828
128,516.0,0.4625873565673828
129,574.0,0.4625873565673828
130,568.0,0.4797699451446533
131,513.0,0.4840247631072998
132,559.0,0.4840247631072998
133,578.0,0.49202871322631836
134,517.0,0.49202871322631836
135,544.0,0.49202871322631836
136,581.0,0.5076603889465332
137,523.0,0.5076603889465332
138,526.0,0.5076603889465332
139,582.0,0.5232853889465332
140,535.0,0.5302906036376953
141,514.0,0.5302906036376953
142,576.0,0.5392987728118896
143,547.0,0.5392987728118896
144,506.0,0.5392987728118896
145,561.0,0.5549557209014893
146,555.0,0.5549557209014893
147,497.0,0.5549557209014893
148,543.0,0.5705647468566895
149,556.0,0.5705647468566895
150,488.0,0.5705647468566895
151,516.0,0.5861849784851074
152,554.0,0.5861849784851074
153,496.0,0.5861849784851074
154,499.0,0.6018121242523193
155,554.0,0.6018121242523193
156,508.0,0.6018121242523193
157,489.0,0.6174347400665283
158,553.0,0.6174347400665283
159,530.0,0.6174347400665283
160,494.0,0.6204407215118408
161,554.0,0.6204407215118408
162,549.0,0.6204407215118408
163,495.0,0.6360993385314941
164,540.0,0.6360993385314941
165,560.0,0.6360993385314941
166,501.0,0.6516995429992676
167,526.0,0.6516995429992676
168,570.0,0.6516995429992676
169,513.0,0.6673235893249512
170,516.0,0.6673235893249512
171,571.0,0.6673235893249512
172,526.0,0.6811132431030273
173,506.0,0.6890947818756104
174,570.0,0.6890947818756104
175,542.0,0.6970949172973633
176,500.0,0.6970949172973633
177,559.0,0.6970949172973633
178,559.0,0.6970949172973633
179,504.0,0.7091166973114014
180,546.0,0.7091166973114014
181,568.0,0.7091166973114014
182,508.0,0.7091166973114014
183,531.0,0.7091166973114014
184,573.0,0.7091166973114014
185,519.0,0.7091166973114014
186,518.0,0.7091166973114014
187,572.0,0.7091166973114014
188,529.0,0.7091166973114014
189,507.0,0.7091166973114014
190,567.0,0.7091166973114014
191,544.0,0.7091166973114014
192,499.0,0.7091166973114014
193,557.0,0.7091166973114014
194,556.0,0.7091166973114014
195,500.0,0.7091166973114014
196,544.0,0.7091166973114014
197,566.0,0.7091166973114014
198,504.0,0.7121262550354004
199,530.0,0.7121262550354004
200,572.0,0.7121262550354004
201,518.0,0.7121262550354004
202,516.0,0.7121262550354004
203,572.0,0.7121262550354004
204,529.0,0.7121262550354004
205,505.0,0.7121262550354004
206,567.0,0.7121262550354004
207,543.0,0.7121262550354004
208,499.0,0.7121262550354004
209,556.0,0.7121262550354004
210,556.0,0.7121262550354004
211,498.0,0.7121262550354004
212,542.0,0.7121262550354004
213,565.0,0.7121262550354004
214,505.0,0.7121262550354004
215,528.0,0.7266664505004883
216,569.0,0.7266664505004883
217,513.0,0.7346739768981934
218,512.0,0.7346739768981934
219,562.0,0.7346739768981934
220,517.0,0.7426784038543701
221,488.0,0.7426784038543701
222,555.0,0.7426784038543701
223,532.0,0.7506484985351562
224,487.0,0.7577691078186035
225,550.0,0.7613527774810791
226,553.0,0.7613527774810791
227,495.0,0.7613527774810791
228,540.0,0.7701332569122314
229,561.0,0.7701332569122314
230,504.0,0.7804715633392334
231,526.0,0.7833514213562012
232,572.0,0.7882592678070068
233,517.0,0.7962467670440674
234,516.0,0.8001101016998291
235,573.0,0.8041043281555176
236,543.0,0.8122377395629883
237,547.0,0.8161022663116455
238,643.0,0.8195116519927979
239,654.0,0.8242454528808594
240,589.0,0.8281657695770264
241,552.0,0.8329689502716064
242,484.0,0.8367340564727783
243,377.0,0.8409574031829834
244,379.0,0.8441545963287354
245,391.0,0.847602128982544
246,348.0,0.8541548252105713
247,401.0,0.8541548252105713
248,483.0,0.8541548252105713
249,459.0,0.8706943988800049
250,477.0,0.8740720748901367
251,550.0,0.8774745464324951
252,519.0,0.8841304779052734
