,ECG,time
0,162.0,0.0
1,147.0,0.015605449676513672
2,126.0,0.015605449676513672
3,113.0,0.015605449676513672
4,104.0,0.03122854232788086
5,102.0,0.03122854232788086
6,106.0,0.03122854232788086
7,120.0,0.03423333168029785
8,136.0,0.03423333168029785
9,161.0,0.03423333168029785
10,181.0,0.049865007400512695
11,198.0,0.049865007400512695
12,208.0,0.049865007400512695
13,211.0,0.0654904842376709
14,207.0,0.0654904842376709
15,196.0,0.0654904842376709
16,181.0,0.0825049877166748
17,164.0,0.08691000938415527
18,150.0,0.08795666694641113
19,136.0,0.09496951103210449
20,130.0,0.09496951103210449
21,133.0,0.09496951103210449
22,144.0,0.11060714721679688
23,159.0,0.11060714721679688
24,177.0,0.11060714721679688
25,197.0,0.12623858451843262
26,214.0,0.1292438507080078
27,226.0,0.1292438507080078
28,234.0,0.14226317405700684
29,232.0,0.14226317405700684
30,221.0,0.14226317405700684
31,207.0,0.1579134464263916
32,188.0,0.1579134464263916
33,149.0,0.1579134464263916
34,222.0,0.17352628707885742
35,216.0,0.17352628707885742
36,149.0,0.17352628707885742
37,207.0,0.1891632080078125
38,228.0,0.1891632080078125
39,153.0,0.1891632080078125
40,189.0,0.20477652549743652
41,238.0,0.20477652549743652
42,166.0,0.20477652549743652
43,175.0,0.22040247917175293
44,241.0,0.22040247917175293
45,181.0,0.22940969467163086
46,159.0,0.2364187240600586
47,235.0,0.2364187240600586
48,198.0,0.2364187240600586
49,149.0,0.25205278396606445
50,222.0,0.25205278396606445
51,213.0,0.25205278396606445
52,150.0,0.26767778396606445
53,209.0,0.26767778396606445
54,222.0,0.26767778396606445
55,151.0,0.28330278396606445
56,185.0,0.28330278396606445
57,234.0,0.28330278396606445
58,163.0,0.29892802238464355
59,171.0,0.29892802238464355
60,241.0,0.29892802238464355
61,178.0,0.31455254554748535
62,157.0,0.31455254554748535
63,232.0,0.31455254554748535
64,188.0,0.3305656909942627
65,133.0,0.3305656909942627
66,208.0,0.3305656909942627
67,204.0,0.34619712829589844
68,138.0,0.34619712829589844
69,200.0,0.34619712829589844
70,226.0,0.36182236671447754
71,152.0,0.36182236671447754
72,190.0,0.36182236671447754
73,242.0,0.37744808197021484
74,169.0,0.37744808197021484
75,176.0,0.37744808197021484
76,246.0,0.39307188987731934
77,186.0,0.39307188987731934
78,168.0,0.39307188987731934
79,242.0,0.40869736671447754
80,212.0,0.40869736671447754
81,195.0,0.40869736671447754
82,306.0,0.42432188987731934
83,334.0,0.4298379421234131
84,264.0,0.4298379421234131
85,231.0,0.4298379421234131
86,177.0,0.4298379421234131
87,50.0,0.4298379421234131
88,33.0,0.4298379421234131
89,75.0,0.4298379421234131
90,51.0,0.4298379421234131
91,7.0,0.4298379421234131
92,30.0,0.4298379421234131
93,125.0,0.4298379421234131
94,156.0,0.4298379421234131
95,112.0,0.4298379421234131
96,190.0,0.4454636573791504
97,228.0,0.4454636573791504
98,161.0,0.4454636573791504
99,204.0,0.461087703704834
100,259.0,0.461087703704834
101,188.0,0.461087703704834
102,197.0,0.4767153263092041
103,272.0,0.4767153263092041
104,213.0,0.4882345199584961
105,192.0,0.4927492141723633
106,270.0,0.4927492141723633
107,235.0,0.4927492141723633
108,187.0,0.5083818435668945
109,261.0,0.5083818435668945
110,256.0,0.5083818435668945
111,188.0,0.524005651473999
112,246.0,0.524005651473999
113,267.0,0.524005651473999
114,197.0,0.5396304130554199
115,229.0,0.5396304130554199
